Duration,Heart_Rate,Calories
16.0,102.0,82.0
15.0,103.0,81.0
18.0,101.0,102.0
13.0,91.0,47.0
4.0,92.0,20.0
11.0,90.0,34.0
12.0,88.0,40.0
28.0,100.0,191.0
11.0,94.0,58.0
8.0,84.0,28.0
27.0,116.0,207.0
20.0,92.0,111.0
6.0,80.0,19.0
1.0,84.0,4.0
16.0,98.0,76.0
8.0,87.0,35.0
12.0,99.0,71.0
8.0,83.0,36.0
26.0,98.0,144.0
4.0,82.0,17.0
25.0,105.0,151.0
5.0,77.0,9.0
16.0,87.0,55.0
20.0,95.0,124.0
13.0,94.0,71.0
11.0,89.0,36.0
20.0,96.0,119.0
4.0,86.0,16.0
27.0,100.0,147.0
18.0,100.0,104.0
16.0,90.0,63.0
14.0,94.0,57.0
6.0,92.0,28.0
22.0,111.0,203.0
28.0,109.0,181.0
21.0,99.0,117.0
12.0,93.0,49.0
15.0,96.0,67.0
18.0,100.0,124.0
6.0,84.0,15.0
1.0,86.0,5.0
4.0,87.0,13.0
23.0,100.0,140.0
5.0,92.0,20.0
3.0,89.0,13.0
21.0,99.0,114.0
2.0,77.0,8.0
28.0,116.0,221.0
16.0,105.0,87.0
3.0,86.0,14.0
2.0,86.0,9.0
4.0,80.0,14.0
20.0,97.0,84.0
2.0,81.0,5.0
14.0,93.0,71.0
3.0,84.0,12.0
1.0,81.0,2.0
16.0,101.0,89.0
27.0,107.0,166.0
22.0,102.0,137.0
8.0,83.0,37.0
6.0,81.0,19.0
28.0,110.0,201.0
12.0,94.0,54.0
7.0,93.0,46.0
6.0,88.0,20.0
9.0,85.0,32.0
7.0,83.0,26.0
16.0,95.0,89.0
20.0,97.0,118.0
29.0,102.0,162.0
30.0,101.0,191.0
6.0,89.0,25.0
25.0,109.0,160.0
2.0,90.0,7.0
1.0,82.0,4.0
25.0,99.0,126.0
28.0,102.0,172.0
21.0,89.0,87.0
18.0,94.0,75.0
3.0,84.0,12.0
26.0,108.0,160.0
15.0,87.0,61.0
26.0,97.0,151.0
12.0,98.0,66.0
16.0,95.0,91.0
23.0,98.0,106.0
12.0,98.0,60.0
26.0,97.0,140.0
6.0,92.0,30.0
21.0,105.0,119.0
13.0,92.0,65.0
29.0,110.0,192.0
20.0,96.0,102.0
15.0,101.0,85.0
26.0,102.0,134.0
28.0,105.0,191.0
26.0,112.0,230.0
26.0,109.0,168.0
14.0,90.0,51.0
27.0,98.0,122.0
12.0,88.0,51.0
10.0,94.0,56.0
7.0,83.0,20.0
5.0,77.0,16.0
17.0,86.0,68.0
26.0,103.0,155.0
6.0,93.0,27.0
7.0,92.0,36.0
30.0,105.0,187.0
14.0,90.0,75.0
20.0,104.0,141.0
5.0,88.0,22.0
26.0,107.0,173.0
8.0,93.0,40.0
16.0,91.0,74.0
9.0,101.0,51.0
4.0,90.0,18.0
22.0,105.0,166.0
3.0,81.0,10.0
28.0,105.0,225.0
20.0,91.0,95.0
4.0,80.0,14.0
30.0,115.0,226.0
13.0,91.0,60.0
14.0,96.0,59.0
20.0,94.0,110.0
15.0,99.0,103.0
3.0,80.0,11.0
20.0,97.0,106.0
26.0,111.0,231.0
20.0,96.0,116.0
20.0,109.0,139.0
10.0,81.0,24.0
27.0,107.0,181.0
22.0,92.0,110.0
29.0,98.0,149.0
18.0,96.0,103.0
11.0,86.0,30.0
17.0,96.0,85.0
8.0,94.0,38.0
27.0,118.0,209.0
29.0,111.0,238.0
19.0,101.0,142.0
21.0,100.0,126.0
25.0,99.0,142.0
4.0,80.0,8.0
6.0,89.0,17.0
20.0,101.0,126.0
15.0,90.0,74.0
20.0,95.0,81.0
23.0,102.0,128.0
23.0,109.0,141.0
13.0,95.0,57.0
13.0,93.0,63.0
19.0,100.0,116.0
25.0,106.0,164.0
9.0,91.0,42.0
9.0,89.0,46.0
24.0,93.0,97.0
2.0,72.0,6.0
18.0,105.0,124.0
27.0,106.0,191.0
28.0,107.0,176.0
26.0,105.0,157.0
5.0,80.0,16.0
27.0,95.0,131.0
9.0,87.0,37.0
9.0,91.0,39.0
20.0,107.0,136.0
27.0,98.0,170.0
18.0,97.0,109.0
3.0,85.0,14.0
14.0,95.0,76.0
21.0,104.0,126.0
11.0,87.0,47.0
12.0,94.0,74.0
20.0,99.0,132.0
14.0,91.0,57.0
11.0,98.0,55.0
10.0,86.0,31.0
13.0,102.0,79.0
3.0,95.0,16.0
16.0,91.0,59.0
18.0,96.0,102.0
19.0,108.0,152.0
9.0,84.0,34.0
8.0,86.0,34.0
21.0,103.0,103.0
5.0,75.0,13.0
19.0,101.0,107.0
22.0,97.0,115.0
13.0,93.0,59.0
6.0,91.0,32.0
18.0,98.0,97.0
16.0,97.0,99.0
26.0,107.0,170.0
14.0,91.0,46.0
21.0,103.0,125.0
19.0,97.0,86.0
6.0,86.0,29.0
8.0,93.0,37.0
20.0,96.0,107.0
25.0,105.0,199.0
16.0,106.0,94.0
14.0,94.0,85.0
2.0,78.0,6.0
5.0,89.0,21.0
16.0,99.0,94.0
27.0,109.0,184.0
17.0,94.0,81.0
25.0,112.0,210.0
15.0,89.0,66.0
22.0,95.0,147.0
13.0,90.0,77.0
10.0,94.0,47.0
29.0,108.0,223.0
14.0,95.0,67.0
16.0,101.0,94.0
8.0,81.0,31.0
14.0,87.0,57.0
2.0,76.0,6.0
26.0,102.0,162.0
10.0,86.0,46.0
14.0,89.0,42.0
23.0,107.0,150.0
13.0,88.0,56.0
22.0,106.0,147.0
17.0,89.0,71.0
21.0,97.0,112.0
30.0,109.0,212.0
2.0,80.0,6.0
4.0,78.0,14.0
18.0,94.0,64.0
6.0,84.0,20.0
11.0,93.0,41.0
25.0,112.0,171.0
7.0,89.0,24.0
11.0,97.0,69.0
26.0,104.0,167.0
14.0,93.0,66.0
17.0,97.0,77.0
18.0,93.0,88.0
27.0,102.0,155.0
18.0,97.0,94.0
16.0,94.0,84.0
24.0,113.0,189.0
2.0,84.0,8.0
18.0,102.0,104.0
10.0,94.0,44.0
29.0,108.0,235.0
1.0,69.0,2.0
7.0,87.0,28.0
8.0,87.0,31.0
7.0,90.0,41.0
13.0,103.0,74.0
18.0,92.0,79.0
18.0,94.0,88.0
17.0,98.0,106.0
5.0,89.0,22.0
4.0,87.0,18.0
3.0,87.0,16.0
24.0,104.0,136.0
10.0,90.0,49.0
10.0,91.0,47.0
14.0,98.0,81.0
5.0,87.0,21.0
5.0,85.0,23.0
7.0,88.0,38.0
26.0,101.0,136.0
25.0,109.0,166.0
27.0,104.0,158.0
28.0,106.0,196.0
1.0,90.0,4.0
20.0,99.0,111.0
9.0,86.0,34.0
29.0,115.0,211.0
17.0,93.0,86.0
25.0,107.0,153.0
17.0,99.0,94.0
4.0,85.0,19.0
10.0,81.0,37.0
4.0,81.0,8.0
3.0,85.0,11.0
12.0,90.0,61.0
5.0,82.0,25.0
14.0,97.0,71.0
21.0,99.0,131.0
27.0,100.0,154.0
20.0,95.0,105.0
22.0,109.0,136.0
23.0,96.0,132.0
3.0,89.0,13.0
14.0,99.0,77.0
6.0,86.0,28.0
27.0,105.0,165.0
9.0,88.0,38.0
6.0,86.0,17.0
15.0,93.0,60.0
12.0,90.0,45.0
22.0,110.0,143.0
24.0,96.0,117.0
16.0,93.0,76.0
11.0,92.0,54.0
24.0,106.0,148.0
28.0,107.0,177.0
23.0,96.0,114.0
4.0,80.0,7.0
3.0,90.0,13.0
14.0,90.0,71.0
16.0,96.0,77.0
21.0,107.0,139.0
18.0,101.0,98.0
12.0,94.0,68.0
24.0,102.0,148.0
18.0,101.0,100.0
24.0,108.0,181.0
12.0,95.0,56.0
20.0,97.0,92.0
29.0,106.0,204.0
27.0,106.0,174.0
6.0,87.0,26.0
19.0,108.0,126.0
25.0,109.0,182.0
24.0,107.0,141.0
4.0,86.0,18.0
11.0,88.0,42.0
28.0,114.0,203.0
29.0,108.0,243.0
13.0,91.0,64.0
8.0,91.0,26.0
6.0,98.0,31.0
9.0,95.0,42.0
2.0,90.0,10.0
12.0,95.0,65.0
17.0,101.0,101.0
7.0,84.0,26.0
18.0,104.0,145.0
4.0,88.0,15.0
21.0,113.0,161.0
7.0,84.0,28.0
20.0,95.0,109.0
2.0,92.0,14.0
18.0,95.0,108.0
4.0,90.0,14.0
27.0,94.0,106.0
9.0,87.0,44.0
18.0,99.0,98.0
2.0,91.0,9.0
16.0,91.0,70.0
20.0,100.0,150.0
6.0,80.0,21.0
23.0,100.0,134.0
15.0,92.0,54.0
4.0,83.0,10.0
11.0,100.0,51.0
30.0,110.0,218.0
17.0,107.0,112.0
20.0,97.0,101.0
18.0,95.0,98.0
17.0,89.0,76.0
24.0,114.0,215.0
2.0,76.0,7.0
14.0,103.0,84.0
11.0,82.0,48.0
7.0,94.0,38.0
11.0,90.0,49.0
13.0,91.0,60.0
13.0,92.0,65.0
11.0,86.0,48.0
14.0,99.0,76.0
15.0,93.0,74.0
5.0,91.0,23.0
19.0,99.0,102.0
11.0,80.0,28.0
13.0,98.0,69.0
2.0,75.0,5.0
7.0,78.0,24.0
25.0,107.0,136.0
26.0,96.0,131.0
9.0,93.0,44.0
1.0,79.0,4.0
10.0,97.0,52.0
16.0,98.0,88.0
27.0,101.0,190.0
23.0,107.0,136.0
20.0,98.0,106.0
3.0,91.0,13.0
26.0,103.0,172.0
19.0,110.0,133.0
18.0,93.0,73.0
3.0,81.0,10.0
28.0,108.0,172.0
23.0,101.0,122.0
17.0,99.0,125.0
6.0,83.0,12.0
18.0,105.0,126.0
12.0,95.0,62.0
28.0,107.0,167.0
1.0,77.0,3.0
19.0,101.0,107.0
10.0,96.0,62.0
7.0,91.0,34.0
8.0,77.0,14.0
1.0,78.0,4.0
3.0,89.0,15.0
25.0,109.0,210.0
4.0,79.0,12.0
16.0,93.0,75.0
20.0,97.0,99.0
2.0,79.0,7.0
24.0,107.0,142.0
22.0,93.0,87.0
10.0,101.0,59.0
5.0,88.0,20.0
29.0,107.0,188.0
12.0,87.0,64.0
23.0,97.0,121.0
4.0,73.0,9.0
15.0,90.0,62.0
28.0,114.0,199.0
7.0,89.0,30.0
7.0,88.0,29.0
10.0,93.0,40.0
7.0,82.0,31.0
3.0,76.0,11.0
6.0,91.0,34.0
22.0,96.0,114.0
23.0,104.0,142.0
24.0,106.0,168.0
21.0,100.0,105.0
19.0,101.0,104.0
3.0,86.0,11.0
11.0,89.0,55.0
20.0,96.0,76.0
10.0,90.0,48.0
22.0,101.0,108.0
9.0,91.0,38.0
21.0,102.0,128.0
1.0,89.0,4.0
21.0,102.0,107.0
11.0,90.0,45.0
6.0,82.0,22.0
12.0,86.0,54.0
14.0,91.0,61.0
10.0,95.0,52.0
4.0,86.0,15.0
2.0,84.0,5.0
27.0,104.0,203.0
12.0,90.0,55.0
11.0,87.0,47.0
16.0,91.0,73.0
14.0,97.0,60.0
5.0,85.0,19.0
28.0,105.0,163.0
25.0,107.0,176.0
10.0,84.0,22.0
17.0,95.0,71.0
12.0,87.0,60.0
16.0,91.0,100.0
9.0,89.0,41.0
13.0,97.0,55.0
26.0,106.0,166.0
7.0,86.0,28.0
17.0,98.0,93.0
18.0,99.0,106.0
22.0,99.0,94.0
14.0,87.0,63.0
8.0,84.0,34.0
10.0,83.0,38.0
8.0,83.0,37.0
20.0,94.0,100.0
11.0,90.0,56.0
19.0,106.0,113.0
6.0,88.0,32.0
21.0,104.0,126.0
9.0,98.0,43.0
10.0,93.0,50.0
8.0,97.0,44.0
9.0,86.0,36.0
17.0,106.0,115.0
13.0,96.0,65.0
2.0,82.0,5.0
13.0,91.0,51.0
15.0,93.0,56.0
3.0,87.0,13.0
2.0,85.0,8.0
28.0,108.0,182.0
7.0,87.0,27.0
29.0,106.0,198.0
15.0,100.0,82.0
4.0,78.0,15.0
2.0,81.0,7.0
10.0,92.0,45.0
14.0,98.0,70.0
6.0,90.0,36.0
29.0,106.0,194.0
17.0,109.0,120.0
4.0,83.0,17.0
27.0,105.0,160.0
3.0,92.0,14.0
18.0,91.0,84.0
18.0,97.0,113.0
17.0,91.0,75.0
8.0,92.0,33.0
24.0,98.0,127.0
14.0,96.0,71.0
19.0,104.0,124.0
21.0,103.0,125.0
21.0,107.0,132.0
20.0,100.0,123.0
6.0,92.0,31.0
25.0,100.0,112.0
19.0,99.0,102.0
23.0,98.0,147.0
21.0,106.0,177.0
11.0,92.0,50.0
18.0,94.0,94.0
10.0,89.0,49.0
12.0,97.0,59.0
6.0,87.0,26.0
21.0,105.0,125.0
25.0,111.0,165.0
15.0,99.0,105.0
18.0,93.0,113.0
23.0,99.0,167.0
22.0,99.0,105.0
8.0,85.0,30.0
5.0,96.0,26.0
18.0,91.0,79.0
24.0,107.0,163.0
21.0,97.0,113.0
11.0,79.0,20.0
12.0,97.0,62.0
25.0,109.0,184.0
6.0,84.0,22.0
3.0,90.0,15.0
16.0,97.0,69.0
7.0,83.0,26.0
30.0,97.0,141.0
8.0,89.0,47.0
1.0,83.0,2.0
6.0,84.0,16.0
22.0,107.0,168.0
19.0,112.0,144.0
16.0,95.0,79.0
22.0,92.0,103.0
10.0,89.0,47.0
13.0,89.0,61.0
29.0,110.0,198.0
26.0,109.0,169.0
17.0,106.0,102.0
4.0,85.0,16.0
22.0,96.0,108.0
18.0,108.0,131.0
3.0,89.0,13.0
27.0,107.0,166.0
22.0,97.0,93.0
22.0,95.0,106.0
5.0,85.0,20.0
8.0,86.0,33.0
21.0,104.0,150.0
26.0,110.0,182.0
10.0,89.0,49.0
23.0,95.0,119.0
5.0,82.0,22.0
26.0,99.0,146.0
14.0,88.0,58.0
30.0,108.0,195.0
3.0,75.0,7.0
22.0,108.0,156.0
15.0,101.0,93.0
18.0,106.0,115.0
10.0,97.0,49.0
3.0,83.0,10.0
15.0,103.0,84.0
12.0,97.0,65.0
22.0,99.0,123.0
4.0,81.0,10.0
5.0,90.0,19.0
5.0,83.0,21.0
8.0,96.0,41.0
16.0,91.0,71.0
4.0,89.0,15.0
8.0,94.0,37.0
11.0,94.0,61.0
12.0,93.0,60.0
26.0,102.0,185.0
16.0,98.0,89.0
26.0,102.0,152.0
20.0,108.0,129.0
5.0,86.0,15.0
17.0,100.0,82.0
28.0,112.0,242.0
18.0,94.0,100.0
24.0,104.0,144.0
2.0,79.0,6.0
4.0,87.0,13.0
29.0,100.0,201.0
12.0,95.0,61.0
26.0,113.0,179.0
17.0,94.0,64.0
26.0,112.0,205.0
2.0,76.0,6.0
28.0,105.0,172.0
2.0,84.0,6.0
7.0,79.0,11.0
3.0,83.0,11.0
9.0,92.0,44.0
5.0,86.0,19.0
15.0,93.0,75.0
29.0,117.0,259.0
27.0,108.0,212.0
17.0,95.0,91.0
25.0,107.0,148.0
29.0,108.0,238.0
7.0,87.0,22.0
11.0,84.0,45.0
8.0,79.0,14.0
12.0,93.0,49.0
9.0,89.0,37.0
28.0,107.0,167.0
15.0,93.0,73.0
13.0,103.0,103.0
2.0,89.0,12.0
18.0,96.0,91.0
23.0,103.0,130.0
18.0,99.0,95.0
12.0,96.0,70.0
26.0,108.0,178.0
27.0,102.0,159.0
8.0,91.0,43.0
25.0,106.0,154.0
22.0,105.0,130.0
18.0,106.0,108.0
19.0,102.0,126.0
22.0,95.0,113.0
1.0,75.0,2.0
30.0,107.0,183.0
2.0,91.0,9.0
8.0,86.0,33.0
2.0,76.0,7.0
24.0,107.0,156.0
29.0,112.0,206.0
29.0,109.0,177.0
16.0,96.0,92.0
12.0,95.0,60.0
8.0,86.0,39.0
15.0,99.0,92.0
10.0,90.0,47.0
15.0,97.0,74.0
24.0,101.0,144.0
27.0,108.0,192.0
7.0,90.0,29.0
28.0,109.0,217.0
21.0,108.0,130.0
30.0,109.0,245.0
17.0,88.0,70.0
18.0,109.0,134.0
29.0,110.0,190.0
9.0,93.0,41.0
16.0,105.0,96.0
21.0,101.0,127.0
4.0,94.0,17.0
5.0,92.0,34.0
29.0,107.0,184.0
25.0,98.0,124.0
30.0,105.0,194.0
27.0,115.0,268.0
20.0,97.0,103.0
30.0,112.0,204.0
18.0,91.0,83.0
1.0,76.0,3.0
18.0,104.0,101.0
6.0,87.0,28.0
22.0,104.0,127.0
18.0,99.0,111.0
8.0,85.0,24.0
24.0,107.0,151.0
14.0,92.0,56.0
3.0,90.0,13.0
20.0,98.0,98.0
3.0,83.0,15.0
12.0,78.0,18.0
25.0,107.0,154.0
10.0,84.0,25.0
20.0,101.0,147.0
25.0,104.0,156.0
20.0,97.0,112.0
1.0,80.0,3.0
29.0,113.0,238.0
11.0,91.0,40.0
20.0,98.0,150.0
4.0,82.0,14.0
18.0,100.0,131.0
30.0,113.0,216.0
27.0,105.0,158.0
11.0,96.0,64.0
2.0,86.0,8.0
3.0,90.0,14.0
29.0,109.0,192.0
12.0,85.0,52.0
13.0,88.0,69.0
12.0,93.0,43.0
16.0,85.0,71.0
26.0,109.0,175.0
3.0,81.0,12.0
19.0,91.0,97.0
15.0,97.0,83.0
14.0,100.0,71.0
27.0,104.0,148.0
16.0,105.0,96.0
13.0,96.0,66.0
13.0,90.0,70.0
28.0,105.0,178.0
21.0,103.0,127.0
13.0,94.0,75.0
4.0,91.0,15.0
22.0,108.0,190.0
15.0,95.0,77.0
9.0,99.0,51.0
9.0,94.0,39.0
6.0,87.0,26.0
14.0,95.0,94.0
10.0,90.0,50.0
3.0,82.0,12.0
23.0,101.0,122.0
15.0,92.0,69.0
12.0,101.0,63.0
3.0,90.0,15.0
2.0,86.0,7.0
28.0,104.0,222.0
2.0,82.0,5.0
21.0,96.0,114.0
1.0,78.0,3.0
14.0,90.0,77.0
8.0,79.0,20.0
15.0,103.0,98.0
11.0,97.0,63.0
19.0,105.0,121.0
26.0,104.0,154.0
11.0,87.0,54.0
23.0,105.0,146.0
28.0,106.0,157.0
4.0,90.0,17.0
22.0,98.0,113.0
14.0,93.0,55.0
27.0,111.0,242.0
15.0,92.0,60.0
16.0,97.0,88.0
27.0,107.0,168.0
3.0,84.0,12.0
5.0,80.0,18.0
3.0,81.0,7.0
16.0,90.0,72.0
2.0,86.0,8.0
15.0,90.0,81.0
17.0,90.0,78.0
22.0,93.0,80.0
9.0,92.0,42.0
26.0,104.0,156.0
8.0,85.0,32.0
24.0,97.0,144.0
9.0,85.0,37.0
13.0,101.0,85.0
16.0,99.0,96.0
21.0,92.0,98.0
7.0,87.0,22.0
10.0,88.0,41.0
14.0,84.0,53.0
29.0,105.0,178.0
28.0,100.0,152.0
28.0,111.0,233.0
28.0,117.0,216.0
11.0,88.0,55.0
10.0,90.0,42.0
14.0,101.0,78.0
17.0,94.0,111.0
21.0,103.0,123.0
25.0,98.0,162.0
28.0,114.0,190.0
18.0,94.0,85.0
29.0,104.0,235.0
20.0,95.0,129.0
26.0,114.0,227.0
18.0,98.0,95.0
29.0,113.0,215.0
6.0,80.0,11.0
2.0,81.0,8.0
16.0,105.0,117.0
18.0,82.0,61.0
4.0,75.0,6.0
27.0,110.0,205.0
19.0,105.0,137.0
9.0,85.0,32.0
16.0,99.0,88.0
4.0,90.0,18.0
14.0,102.0,83.0
13.0,95.0,66.0
21.0,92.0,79.0
14.0,95.0,75.0
14.0,96.0,60.0
7.0,83.0,26.0
10.0,96.0,41.0
22.0,97.0,155.0
23.0,94.0,128.0
23.0,100.0,121.0
17.0,103.0,103.0
8.0,85.0,33.0
13.0,102.0,75.0
25.0,110.0,165.0
27.0,106.0,171.0
9.0,88.0,50.0
12.0,86.0,47.0
25.0,98.0,143.0
22.0,114.0,153.0
26.0,104.0,169.0
5.0,80.0,8.0
26.0,104.0,170.0
11.0,77.0,36.0
28.0,112.0,185.0
22.0,100.0,127.0
13.0,96.0,66.0
24.0,102.0,156.0
22.0,99.0,109.0
27.0,107.0,181.0
17.0,96.0,84.0
18.0,98.0,92.0
17.0,96.0,110.0
14.0,94.0,62.0
9.0,93.0,43.0
26.0,99.0,139.0
7.0,84.0,31.0
11.0,90.0,64.0
19.0,96.0,90.0
23.0,98.0,113.0
28.0,106.0,212.0
4.0,91.0,22.0
21.0,102.0,126.0
7.0,77.0,16.0
21.0,103.0,120.0
7.0,89.0,32.0
23.0,109.0,186.0
17.0,92.0,90.0
27.0,103.0,143.0
8.0,85.0,33.0
13.0,91.0,46.0
23.0,97.0,117.0
9.0,88.0,39.0
11.0,85.0,32.0
16.0,104.0,104.0
8.0,95.0,50.0
17.0,86.0,48.0
12.0,97.0,80.0
20.0,109.0,129.0
14.0,105.0,85.0
21.0,93.0,100.0
26.0,112.0,177.0
4.0,89.0,14.0
27.0,113.0,191.0
18.0,98.0,132.0
19.0,102.0,105.0
17.0,91.0,80.0
8.0,92.0,32.0
13.0,91.0,63.0
25.0,100.0,155.0
7.0,87.0,24.0
4.0,87.0,17.0
22.0,105.0,116.0
4.0,74.0,14.0
26.0,106.0,165.0
18.0,105.0,115.0
11.0,91.0,56.0
16.0,101.0,103.0
26.0,110.0,176.0
6.0,96.0,40.0
6.0,84.0,12.0
10.0,90.0,40.0
6.0,86.0,27.0
11.0,89.0,44.0
24.0,103.0,137.0
4.0,77.0,7.0
27.0,101.0,160.0
17.0,95.0,90.0
10.0,87.0,31.0
18.0,105.0,99.0
5.0,85.0,20.0
28.0,104.0,193.0
6.0,89.0,26.0
30.0,109.0,212.0
1.0,79.0,4.0
28.0,110.0,191.0
20.0,95.0,108.0
2.0,80.0,7.0
17.0,96.0,119.0
4.0,86.0,11.0
4.0,88.0,21.0
24.0,112.0,182.0
13.0,86.0,49.0
18.0,95.0,93.0
22.0,96.0,118.0
11.0,95.0,54.0
13.0,98.0,70.0
24.0,108.0,206.0
15.0,105.0,90.0
23.0,106.0,145.0
17.0,92.0,83.0
2.0,81.0,8.0
20.0,97.0,113.0
8.0,87.0,38.0
23.0,115.0,175.0
16.0,99.0,76.0
10.0,88.0,43.0
15.0,94.0,74.0
10.0,90.0,49.0
18.0,94.0,87.0
22.0,97.0,122.0
2.0,90.0,10.0
1.0,83.0,4.0
2.0,80.0,7.0
4.0,80.0,13.0
18.0,95.0,98.0
25.0,109.0,154.0
25.0,104.0,160.0
10.0,95.0,51.0
4.0,88.0,14.0
21.0,105.0,120.0
28.0,113.0,207.0
9.0,93.0,43.0
20.0,94.0,95.0
14.0,96.0,70.0
16.0,110.0,112.0
23.0,99.0,130.0
4.0,77.0,5.0
17.0,100.0,78.0
28.0,110.0,200.0
21.0,102.0,117.0
27.0,114.0,196.0
14.0,94.0,71.0
19.0,100.0,96.0
8.0,92.0,41.0
10.0,86.0,45.0
19.0,104.0,121.0
29.0,113.0,197.0
9.0,85.0,36.0
5.0,85.0,24.0
2.0,85.0,8.0
8.0,85.0,27.0
29.0,112.0,206.0
28.0,106.0,188.0
4.0,80.0,17.0
23.0,105.0,154.0
7.0,86.0,28.0
15.0,92.0,68.0
16.0,99.0,92.0
11.0,99.0,59.0
16.0,90.0,57.0
26.0,104.0,133.0
12.0,86.0,54.0
8.0,82.0,29.0
17.0,100.0,91.0
3.0,82.0,9.0
27.0,108.0,173.0
5.0,86.0,21.0
27.0,112.0,198.0
24.0,98.0,137.0
1.0,85.0,4.0
12.0,90.0,62.0
7.0,91.0,32.0
13.0,90.0,68.0
21.0,106.0,140.0
22.0,109.0,155.0
13.0,94.0,62.0
16.0,102.0,76.0
9.0,89.0,38.0
13.0,92.0,68.0
23.0,113.0,167.0
17.0,97.0,87.0
18.0,89.0,78.0
3.0,78.0,10.0
6.0,90.0,29.0
23.0,111.0,206.0
15.0,101.0,67.0
15.0,102.0,74.0
20.0,97.0,99.0
10.0,93.0,54.0
5.0,83.0,11.0
6.0,88.0,28.0
8.0,83.0,28.0
9.0,85.0,44.0
14.0,90.0,66.0
28.0,110.0,186.0
3.0,80.0,10.0
26.0,94.0,152.0
6.0,95.0,33.0
25.0,108.0,162.0
1.0,68.0,2.0
11.0,96.0,60.0
29.0,109.0,194.0
19.0,98.0,112.0
8.0,95.0,55.0
5.0,89.0,21.0
9.0,92.0,46.0
22.0,99.0,149.0
17.0,100.0,98.0
26.0,100.0,144.0
17.0,101.0,103.0
18.0,98.0,95.0
11.0,86.0,29.0
11.0,93.0,51.0
18.0,102.0,109.0
28.0,103.0,172.0
12.0,88.0,51.0
9.0,83.0,24.0
6.0,85.0,24.0
29.0,115.0,221.0
25.0,100.0,117.0
11.0,100.0,66.0
30.0,106.0,194.0
5.0,89.0,22.0
17.0,97.0,88.0
17.0,96.0,75.0
13.0,96.0,73.0
23.0,111.0,181.0
12.0,85.0,30.0
27.0,117.0,206.0
28.0,111.0,180.0
11.0,102.0,84.0
8.0,93.0,32.0
27.0,110.0,185.0
29.0,105.0,225.0
23.0,102.0,158.0
17.0,102.0,109.0
13.0,90.0,49.0
20.0,101.0,117.0
7.0,90.0,34.0
16.0,90.0,77.0
14.0,95.0,80.0
9.0,96.0,42.0
12.0,91.0,59.0
8.0,94.0,53.0
20.0,99.0,114.0
7.0,83.0,24.0
4.0,86.0,17.0
26.0,117.0,216.0
25.0,102.0,118.0
7.0,85.0,28.0
7.0,87.0,30.0
14.0,88.0,53.0
21.0,107.0,127.0
17.0,96.0,74.0
6.0,81.0,21.0
20.0,94.0,112.0
2.0,82.0,6.0
30.0,106.0,171.0
24.0,105.0,150.0
23.0,107.0,142.0
22.0,107.0,182.0
6.0,81.0,22.0
26.0,97.0,123.0
14.0,96.0,75.0
15.0,93.0,79.0
3.0,85.0,11.0
14.0,100.0,82.0
14.0,92.0,48.0
5.0,88.0,25.0
28.0,107.0,193.0
5.0,83.0,19.0
17.0,97.0,100.0
18.0,93.0,91.0
27.0,104.0,181.0
20.0,103.0,107.0
4.0,83.0,17.0
21.0,101.0,124.0
16.0,91.0,82.0
15.0,90.0,71.0
19.0,99.0,140.0
9.0,91.0,46.0
19.0,105.0,139.0
22.0,107.0,182.0
30.0,100.0,175.0
11.0,89.0,45.0
20.0,96.0,98.0
6.0,89.0,27.0
21.0,102.0,144.0
19.0,100.0,112.0
10.0,89.0,32.0
19.0,102.0,113.0
6.0,89.0,27.0
14.0,95.0,73.0
7.0,87.0,29.0
21.0,105.0,137.0
4.0,91.0,21.0
21.0,98.0,113.0
26.0,115.0,185.0
1.0,80.0,3.0
25.0,97.0,112.0
19.0,100.0,109.0
11.0,91.0,52.0
12.0,86.0,42.0
12.0,94.0,62.0
6.0,94.0,28.0
4.0,86.0,17.0
10.0,87.0,40.0
20.0,92.0,82.0
14.0,93.0,79.0
26.0,98.0,137.0
1.0,84.0,4.0
12.0,88.0,40.0
14.0,87.0,47.0
11.0,94.0,62.0
5.0,87.0,24.0
5.0,90.0,25.0
29.0,105.0,197.0
7.0,85.0,27.0
12.0,92.0,49.0
2.0,78.0,6.0
18.0,99.0,90.0
15.0,99.0,90.0
1.0,84.0,4.0
27.0,105.0,179.0
22.0,102.0,134.0
22.0,103.0,137.0
14.0,103.0,87.0
6.0,83.0,21.0
25.0,112.0,196.0
23.0,99.0,136.0
21.0,100.0,122.0
29.0,115.0,218.0
10.0,93.0,64.0
20.0,95.0,106.0
15.0,96.0,86.0
1.0,80.0,3.0
3.0,78.0,10.0
18.0,99.0,104.0
16.0,94.0,77.0
29.0,106.0,201.0
24.0,105.0,156.0
15.0,96.0,68.0
27.0,110.0,245.0
3.0,90.0,13.0
17.0,92.0,84.0
19.0,107.0,143.0
25.0,105.0,161.0
3.0,80.0,12.0
13.0,82.0,49.0
26.0,111.0,192.0
21.0,94.0,108.0
11.0,90.0,56.0
13.0,91.0,58.0
19.0,102.0,123.0
4.0,88.0,18.0
20.0,103.0,114.0
21.0,107.0,148.0
13.0,92.0,61.0
7.0,84.0,31.0
22.0,94.0,111.0
6.0,89.0,26.0
14.0,91.0,66.0
26.0,103.0,160.0
15.0,86.0,59.0
8.0,90.0,41.0
16.0,96.0,95.0
8.0,87.0,32.0
9.0,89.0,40.0
